ImgId,Dakota,English,who did this?
00039,wowapi ska yuska,cut the paper into thin strips,JK
00039,ohamska ska ya,cut long strips,JK
00039,ciḳcistina,very small,JK
00040,woyute akan yaƞke he ok̇paye k̇icecag taku ciƞpi oƞk̇pa ope,each part of the plate gives a child's body something it needs,JK
00040,woyute heuƞ wak̇agni he aƞpetu ataya skatepi oyakihi,foods supply energy to play all day,JK
00040,waskuyeca ḳa woyute woju tacaƞ woyazaƞ iyacuk̇ni uƞ awaƞniyake,fruits and vegetables protect the body from disease,JK
00040,tadoḳo asaƞpi uƞtaƞcam wak̇agye,meat and milk are body building foods,JK
00040,tadoḳo,meat,JK
00040,asaƞpi,milk,JK
00041,uma ihdi ḳais taspaƞ wojapi ite se kagapi apauntapi,spread peanut butter or applesauce in the shape of a face,JK
00041,paƞgizizi yukpaƞpi akadapi pahiƞ iyecece,sprinkle grated carrot for hair,JK
00041,hastanhaƞka pusyapi i ka ista akan ehnaka,place raisons for mouth and eyes,JK
00041,hastaƞhaƞka pasu iyecec̣a kagapi,use grapse for nose,JK
00042,wauƞspekiciyab hiyupo,come on students,JK
00042,max ka miye ouƞ kiyapi woyute uƞ nina uƞpaƞpt'e do,Join max and me in our food cheer,JK
00042,woyute uƞciƞpi heced wa'saguƞyaƞpte,we need food for energy,JK
00042,heced pica iyaƞ kapi ka uƞskapta uƞkokihipte,we need foor for protecting us,JK
00042,taku k̇icaka hohpapi hena paḣayab yuze kte,to keep those germs and colds away,JK
00042,woyute uƞciƞpi uƞtaƞcam wak̇ake kte,we need food to build bodies strong,JK
00042,aƞpetu ohiƞni taƞyaƞ wayate kte,by eating right each and every day,JK
00043,su ojupi nasu uƞksape,grains for brains,JK
00043,"su ojupi optaye aġuyapi, hahaƞna yutapi, wayahota wojapi ka aġuyapiwikaƞ","the grains group includes foods such as bread, cereal, oatmeal, and pasta",JK
00043,aġuyapiwikaƞ,pasta,JK
00043,su ojup̣i wato hetaƞhaƞ u,grains come from plants,JK
00043,"su ojupi oƞġe iyececa aġuyapi su, wayahota ḳa, psiƞ ska","examples of grains are: wheat, oats and rice",JK
00043,suojupi kiyk̇papk̇ni yutapi iniwaste,eating whole grains are best because all parts of the grain are good for you,JK
00044,wicahuha,limbs,JK
00044,a,the armpit,JK
00044,aḣco,the part of the arm above the elbow,JK
00044,akaƞtanka,the large tendon of the arms,JK
00044,caƞkpe,the tibia,JK
00044,ceca,thigh (whole thigh),JK
00044,cecuƞte,the thigh bone,JK
00044,cecuƞtok̇taƞ,the neck or head of the femur,JK
00044,huha,limbs,JK
00044,huhutopaowaḣde,the large end of the thigh bone,JK
00044,hubdo,the shinbone,JK
00044,hupahu,the knee,JK
00044,husdi,"the lower part of the leg, just above the ankle; the ankle",JK
00044,hutahu,"the part on top of the leg bone, the shin bone",JK
00044,huwakipe,the smaller bones in the lower leg and forearm,JK
00044,caƞkpe huwaḳipe,the fibula,JK
00044,ik̇pa huwakipe,the ulna,JK
00044,huyokaḣmiƞ,the hollow behind the knee,JK
00044,hiƞtkaƞhu,the upper arm bone,JK
00044,jiƞtpata,the upper arm bone,JK
00044,isto,the arm of a persoon; the foreleg of an animal,JK
00045,napsukaza,finger,JK
00045,hi,teeth,JK
00045,ceji,tounge,JK
00045,pi,liver,JK
00045,pakṡiƞ,kidney,JK
00045,we,blood,JK
00045,nasu,brain,JK
